county,ward,office,district,total.votes,party,candidate,votes
Office Totals:,,Monroe County Circuit Court Judge Branch 1,,12459,,Scattering,103
Ozaukee,,Ozaukee County Circuit Court Judge Branch 1,,31283,NP,Adam Y. Gerol,30790
Ozaukee,,Ozaukee County Circuit Court Judge Branch 1,,31283,,Scattering,493
Office Totals:,,Ozaukee County Circuit Court Judge Branch 1,,31283,NP,Adam Y. Gerol,30790
Office Totals:,,Ozaukee County Circuit Court Judge Branch 1,,31283,,Scattering,493
Ozaukee,,Ozaukee County Circuit Court Judge Branch 2,,30817,NP,Steve Cain,30376
Ozaukee,,Ozaukee County Circuit Court Judge Branch 2,,30817,,Scattering,441
Office Totals:,,Ozaukee County Circuit Court Judge Branch 2,,30817,NP,Steve Cain,30376
Office Totals:,,Ozaukee County Circuit Court Judge Branch 2,,30817,,Scattering,441
Racine,,Racine County Circuit Court Judge Branch 4,,47049,NP,Scott Craig,46107
Racine,,Racine County Circuit Court Judge Branch 4,,47049,,Scattering,942
Office Totals:,,Racine County Circuit Court Judge Branch 4,,47049,NP,Scott Craig,46107
Office Totals:,,Racine County Circuit Court Judge Branch 4,,47049,,Scattering,942
Racine,,Racine County Circuit Court Judge Branch 7,,60696,NP,Jamie M. McClendon,30187
Racine,,Racine County Circuit Court Judge Branch 7,,60696,NP,Jon Fredrickson,30140
Racine,,Racine County Circuit Court Judge Branch 7,,60696,,Scattering,369
Office Totals:,,Racine County Circuit Court Judge Branch 7,,60696,NP,Jamie M. McClendon,30187
Office Totals:,,Racine County Circuit Court Judge Branch 7,,60696,NP,Jon Fredrickson,30140
Office Totals:,,Racine County Circuit Court Judge Branch 7,,60696,,Scattering,369
Rock,,Rock County Circuit Court Judge Branch 1,,37508,NP,Karl Hanson,37039
Rock,,Rock County Circuit Court Judge Branch 1,,37508,,Scattering,469
Office Totals:,,Rock County Circuit Court Judge Branch 1,,37508,NP,Karl Hanson,37039
Office Totals:,,Rock County Circuit Court Judge Branch 1,,37508,,Scattering,469
Rock,,Rock County Circuit Court Judge Branch 2,,37252,NP,Derrick A. Grubb,36741
Rock,,Rock County Circuit Court Judge Branch 2,,37252,,Scattering,511
Office Totals:,,Rock County Circuit Court Judge Branch 2,,37252,NP,Derrick A. Grubb,36741
Office Totals:,,Rock County Circuit Court Judge Branch 2,,37252,,Scattering,511
St. Croix,,Saint Croix County Circuit Court Judge Branch 2,,36376,NP,Brian T. Smestad,19500
St. Croix,,Saint Croix County Circuit Court Judge Branch 2,,36376,NP,Heather M. Amos,16732
St. Croix,,Saint Croix County Circuit Court Judge Branch 2,,36376,,Scattering,144
Office Totals:,,Saint Croix County Circuit Court Judge Branch 2,,36376,NP,Brian T. Smestad,19500
Office Totals:,,Saint Croix County Circuit Court Judge Branch 2,,36376,NP,Heather M. Amos,16732
Office Totals:,,Saint Croix County Circuit Court Judge Branch 2,,36376,,Scattering,144
Waukesha,,Waukesha County Circuit Court Judge Branch 1,,131698,NP,Scott Wagner,129712
Waukesha,,Waukesha County Circuit Court Judge Branch 1,,131698,,Scattering,1986
Office Totals:,,Waukesha County Circuit Court Judge Branch 1,,131698,NP,Scott Wagner,129712
Office Totals:,,Waukesha County Circuit Court Judge Branch 1,,131698,,Scattering,1986
Waukesha,,Waukesha County Circuit Court Judge Branch 4,,163132,NP,David Maas,83846
Waukesha,,Waukesha County Circuit Court Judge Branch 4,,163132,NP,Bridget Schoenborn,78395
Waukesha,,Waukesha County Circuit Court Judge Branch 4,,163132,,Scattering,891
Office Totals:,,Waukesha County Circuit Court Judge Branch 4,,163132,NP,David Maas,83846
Office Totals:,,Waukesha County Circuit Court Judge Branch 4,,163132,NP,Bridget Schoenborn,78395
Office Totals:,,Waukesha County Circuit Court Judge Branch 4,,163132,,Scattering,891
Waukesha,,Waukesha County Circuit Court Judge Branch 6,,162116,NP,Zach Wittchow,93838
Waukesha,,Waukesha County Circuit Court Judge Branch 6,,162116,NP,Fred Strampe,67570
Waukesha,,Waukesha County Circuit Court Judge Branch 6,,162116,,Scattering,708
Office Totals:,,Waukesha County Circuit Court Judge Branch 6,,162116,NP,Zach Wittchow,93838
Office Totals:,,Waukesha County Circuit Court Judge Branch 6,,162116,NP,Fred Strampe,67570
Office Totals:,,Waukesha County Circuit Court Judge Branch 6,,162116,,Scattering,708
Wood,,Wood County Circuit Court Judge Branch 1,,21083,NP,Gregory J. Jerabek,20929
Wood,,Wood County Circuit Court Judge Branch 1,,21083,,Scattering,154
Office Totals:,,Wood County Circuit Court Judge Branch 1,,21083,NP,Gregory J. Jerabek,20929
Office Totals:,,Wood County Circuit Court Judge Branch 1,,21083,,Scattering,154
Adams,,State Of Wisconsin Referendum,,8755,,YES,6654
Adams,,State Of Wisconsin Referendum,,8755,,NO,2101
Ashland,,State Of Wisconsin Referendum,,6560,,YES,3998
Ashland,,State Of Wisconsin Referendum,,6560,,NO,2562
Barron,,State Of Wisconsin Referendum,,17564,,YES,13282
Barron,,State Of Wisconsin Referendum,,17564,,NO,4282
Bayfield,,State Of Wisconsin Referendum,,8447,,YES,4546
Bayfield,,State Of Wisconsin Referendum,,8447,,NO,3901
Brown,,State Of Wisconsin Referendum,,96006,,YES,63862
Brown,,State Of Wisconsin Referendum,,96006,,NO,32144
Buffalo,,State Of Wisconsin Referendum,,5387,,YES,4091
Buffalo,,State Of Wisconsin Referendum,,5387,,NO,1296
Burnett,,State Of Wisconsin Referendum,,7055,,YES,5498
Burnett,,State Of Wisconsin Referendum,,7055,,NO,1557
Calumet,,State Of Wisconsin Referendum,,21328,,YES,15093
Calumet,,State Of Wisconsin Referendum,,21328,,NO,6235
Chippewa,,State Of Wisconsin Referendum,,24674,,YES,17711
Chippewa,,State Of Wisconsin Referendum,,24674,,NO,6963
Clark,,State Of Wisconsin Referendum,,10231,,YES,8013
Clark,,State Of Wisconsin Referendum,,10231,,NO,2218
Columbia,,State Of Wisconsin Referendum,,23663,,YES,15354
Columbia,,State Of Wisconsin Referendum,,23663,,NO,8309
Crawford,,State Of Wisconsin Referendum,,6389,,YES,4351
Crawford,,State Of Wisconsin Referendum,,6389,,NO,2038
Dane,,State Of Wisconsin Referendum,,276946,,YES,98202
Dane,,State Of Wisconsin Referendum,,276946,,NO,178744
Dodge,,State Of Wisconsin Referendum,,33187,,YES,25514
Dodge,,State Of Wisconsin Referendum,,33187,,NO,7673
Door,,State Of Wisconsin Referendum,,14937,,YES,8635
Door,,State Of Wisconsin Referendum,,14937,,NO,6302
Douglas,,State Of Wisconsin Referendum,,15710,,YES,9403
Douglas,,State Of Wisconsin Referendum,,15710,,NO,6307
Dunn,,State Of Wisconsin Referendum,,16625,,YES,10906
Dunn,,State Of Wisconsin Referendum,,16625,,NO,5719
Eau Claire,,State Of Wisconsin Referendum,,42161,,YES,23495
Eau Claire,,State Of Wisconsin Referendum,,42161,,NO,18666
Florence,,State Of Wisconsin Referendum,,1952,,YES,1653
Florence,,State Of Wisconsin Referendum,,1952,,NO,299
Fond Du Lac,,State Of Wisconsin Referendum,,38522,,YES,29645
Fond Du Lac,,State Of Wisconsin Referendum,,38522,,NO,8877
Forest,,State Of Wisconsin Referendum,,3221,,YES,2634
Forest,,State Of Wisconsin Referendum,,3221,,NO,587
Grant,,State Of Wisconsin Referendum,,17082,,YES,11984
Grant,,State Of Wisconsin Referendum,,17082,,NO,5098
Green,,State Of Wisconsin Referendum,,15582,,YES,9509
Green,,State Of Wisconsin Referendum,,15582,,NO,6073
Green Lake,,State Of Wisconsin Referendum,,7130,,YES,5549
Green Lake,,State Of Wisconsin Referendum,,7130,,NO,1581
Iowa,,State Of Wisconsin Referendum,,10574,,YES,6169
Iowa,,State Of Wisconsin Referendum,,10574,,NO,4405
Iron,,State Of Wisconsin Referendum,,2602,,YES,1915
Iron,,State Of Wisconsin Referendum,,2602,,NO,687
Jackson,,State Of Wisconsin Referendum,,7003,,YES,4785
Jackson,,State Of Wisconsin Referendum,,7003,,NO,2218
Jefferson,,State Of Wisconsin Referendum,,33780,,YES,23198
Jefferson,,State Of Wisconsin Referendum,,33780,,NO,10582
Juneau,,State Of Wisconsin Referendum,,9219,,YES,7068
Juneau,,State Of Wisconsin Referendum,,9219,,NO,2151
Kenosha,,State Of Wisconsin Referendum,,56314,,YES,38114
Kenosha,,State Of Wisconsin Referendum,,56314,,NO,18200
Kewaunee,,State Of Wisconsin Referendum,,8372,,YES,6502
Kewaunee,,State Of Wisconsin Referendum,,8372,,NO,1870
La Crosse,,State Of Wisconsin Referendum,,46599,,YES,26678
La Crosse,,State Of Wisconsin Referendum,,46599,,NO,19921
Lafayette,,State Of Wisconsin Referendum,,5837,,YES,4109
Lafayette,,State Of Wisconsin Referendum,,5837,,NO,1728
Langlade,,State Of Wisconsin Referendum,,7554,,YES,5967
Langlade,,State Of Wisconsin Referendum,,7554,,NO,1587
Lincoln,,State Of Wisconsin Referendum,,10715,,YES,8020
Lincoln,,State Of Wisconsin Referendum,,10715,,NO,2695
Manitowoc,,State Of Wisconsin Referendum,,31746,,YES,24048
Manitowoc,,State Of Wisconsin Referendum,,31746,,NO,7698
Marathon,,State Of Wisconsin Referendum,,51952,,YES,37433
Marathon,,State Of Wisconsin Referendum,,51952,,NO,14519
Marinette,,State Of Wisconsin Referendum,,15276,,YES,12342
Marinette,,State Of Wisconsin Referendum,,15276,,NO,2934
Marquette,,State Of Wisconsin Referendum,,6199,,YES,4706
Marquette,,State Of Wisconsin Referendum,,6199,,NO,1493
Menominee,,State Of Wisconsin Referendum,,897,,YES,455
Menominee,,State Of Wisconsin Referendum,,897,,NO,442
Milwaukee,,State Of Wisconsin Referendum,,287328,,YES,140526
Milwaukee,,State Of Wisconsin Referendum,,287328,,NO,146802
Monroe,,State Of Wisconsin Referendum,,14602,,YES,10613
Monroe,,State Of Wisconsin Referendum,,14602,,NO,3989
Oconto,,State Of Wisconsin Referendum,,16193,,YES,13137
Oconto,,State Of Wisconsin Referendum,,16193,,NO,3056
Oneida,,State Of Wisconsin Referendum,,16521,,YES,11848
Oneida,,State Of Wisconsin Referendum,,16521,,NO,4673
Outagamie,,State Of Wisconsin Referendum,,72167,,YES,46681
Outagamie,,State Of Wisconsin Referendum,,72167,,NO,25486
Ozaukee,,State Of Wisconsin Referendum,,45751,,YES,30418
Ozaukee,,State Of Wisconsin Referendum,,45751,,NO,15333
Pepin,,State Of Wisconsin Referendum,,2872,,YES,2101
Pepin,,State Of Wisconsin Referendum,,2872,,NO,771
Pierce,,State Of Wisconsin Referendum,,16157,,YES,11134
Pierce,,State Of Wisconsin Referendum,,16157,,NO,5023
Polk,,State Of Wisconsin Referendum,,17970,,YES,13380
Polk,,State Of Wisconsin Referendum,,17970,,NO,4590
Portage,,State Of Wisconsin Referendum,,29995,,YES,17904
Portage,,State Of Wisconsin Referendum,,29995,,NO,12091
Price,,State Of Wisconsin Referendum,,6122,,YES,4568
Price,,State Of Wisconsin Referendum,,6122,,NO,1554
Racine,,State Of Wisconsin Referendum,,72200,,YES,51638
Racine,,State Of Wisconsin Referendum,,72200,,NO,20562
Richland,,State Of Wisconsin Referendum,,6213,,YES,4085
Richland,,State Of Wisconsin Referendum,,6213,,NO,2128
Rock,,State Of Wisconsin Referendum,,55723,,YES,34039
Rock,,State Of Wisconsin Referendum,,55723,,NO,21684
Rusk,,State Of Wisconsin Referendum,,5635,,YES,4508
Rusk,,State Of Wisconsin Referendum,,5635,,NO,1127
Sauk,,State Of Wisconsin Referendum,,24874,,YES,15388
Sauk,,State Of Wisconsin Referendum,,24874,,NO,9486
Sawyer,,State Of Wisconsin Referendum,,7474,,YES,5167
Sawyer,,State Of Wisconsin Referendum,,7474,,NO,2307
Shawano,,State Of Wisconsin Referendum,,14693,,YES,11405
Shawano,,State Of Wisconsin Referendum,,14693,,NO,3288
Sheboygan,,State Of Wisconsin Referendum,,45119,,YES,32794
Sheboygan,,State Of Wisconsin Referendum,,45119,,NO,12325
St. Croix,,State Of Wisconsin Referendum,,39309,,YES,27358
St. Croix,,State Of Wisconsin Referendum,,39309,,NO,11951
Taylor,,State Of Wisconsin Referendum,,7341,,YES,5977
Taylor,,State Of Wisconsin Referendum,,7341,,NO,1364
Trempealeau,,State Of Wisconsin Referendum,,10609,,YES,7736
Trempealeau,,State Of Wisconsin Referendum,,10609,,NO,2873
Vernon,,State Of Wisconsin Referendum,,12055,,YES,7717
Vernon,,State Of Wisconsin Referendum,,12055,,NO,4338
Vilas,,State Of Wisconsin Referendum,,10597,,YES,7800
Vilas,,State Of Wisconsin Referendum,,10597,,NO,2797
Walworth,,State Of Wisconsin Referendum,,41292,,YES,29875
Walworth,,State Of Wisconsin Referendum,,41292,,NO,11417
Washburn,,State Of Wisconsin Referendum,,7525,,YES,5575
Washburn,,State Of Wisconsin Referendum,,7525,,NO,1950
Washington,,State Of Wisconsin Referendum,,63339,,YES,50236
Washington,,State Of Wisconsin Referendum,,63339,,NO,13103
Waukesha,,State Of Wisconsin Referendum,,195388,,YES,140086
Waukesha,,State Of Wisconsin Referendum,,195388,,NO,55302
Waupaca,,State Of Wisconsin Referendum,,19459,,YES,14659
Waupaca,,State Of Wisconsin Referendum,,19459,,NO,4800
Waushara,,State Of Wisconsin Referendum,,9596,,YES,7561
Waushara,,State Of Wisconsin Referendum,,9596,,NO,2035
Winnebago,,State Of Wisconsin Referendum,,63120,,YES,40201
Winnebago,,State Of Wisconsin Referendum,,63120,,NO,22919
Wood,,State Of Wisconsin Referendum,,28176,,YES,20111
Wood,,State Of Wisconsin Referendum,,28176,,NO,8065
Office Totals:,,State Of Wisconsin Referendum,,2289168,,YES,1437317
Office Totals:,,State Of Wisconsin Referendum,,2289168,,NO,851851
